                 Decay                   Y(i)      E(i)     Delta(i)
Nuclide  T1/2    Mode       Auger Line  (/nt)      (MeV)    Gy kg/nt
--------------------------------------------------------------------
                            Auger KLX  5.44E-03  5.310E-02  4.62E-17
                            Auger KXY  6.77E-04  6.169E-02  6.69E-18
                            CK LLX     9.19E-02  7.424E-04  1.09E-17
                            Auger LMM  4.63E-01  6.209E-03  4.61E-16
                            Auger LMX  1.72E-01  7.829E-03  2.16E-16
                            Auger LXY  1.61E-02  9.479E-03  2.44E-17
                            CK MMX     5.56E-01  3.037E-04  2.71E-17
                            Auger MNN  1.42E+00  1.367E-03  3.11E-16
                            Auger MNX  7.51E-02  1.546E-03  1.86E-17
                            Auger MXY  4.69E-03  1.768E-03  1.33E-18
                            CK NNX     3.26E+00  1.600E-04  8.37E-17
                            Auger NXY  1.03E-01  2.817E-04  4.64E-18
                            CK OOX     8.12E-01  1.072E-05  1.40E-18
                            Auger OXY  1.15E+00  2.446E-05  4.52E-18
                                                      Total 1.29E-15
Lu-177  6.647 d B+          Auger KLL  1.81E-03  4.453E-02  1.29E-17
                            Auger KLX  9.37E-04  5.310E-02  7.97E-18
                            Auger KXY  1.17E-04  6.169E-02  1.15E-18
                            CK LLX     1.35E-02  7.168E-04  1.55E-18
                            Auger LMM  6.34E-02  6.203E-03  6.30E-17
                            Auger LMX  2.35E-02  7.823E-03  2.95E-17
                            Auger LXY  2.20E-03  9.473E-03  3.34E-18
                            CK MMX     7.59E-02  3.035E-04  3.69E-18
                            Auger MNN  1.95E-01  1.366E-03  4.26E-17
                            Auger MNX  1.03E-02  1.545E-03  2.54E-18
                            Auger MXY  6.41E-04  1.767E-03  1.81E-19
                            CK NNX     4.47E-01  1.600E-04  1.14E-17
                            Auger NXY  1.41E-02  2.819E-04  6.35E-19
                            CK OOX     1.11E-01  1.073E-05  1.91E-19
                            Auger OXY  1.58E-01  2.446E-05  6.18E-19
                                                      Total 1.81E-16
Ta-177  56.56 h EC          Auger KLL  2.67E-02  4.453E-02  1.90E-16
                            Auger KLX  1.38E-02  5.310E-02  1.17E-16
                            Auger KXY  1.72E-03  6.169E-02  1.70E-17
                            CK LLX     1.65E-01  5.920E-04  1.57E-17
                            Auger LMM  4.98E-01  6.157E-03  4.91E-16
                            Auger LMX  1.85E-01  7.777E-03  2.30E-16
                            Auger LXY  1.73E-02  9.427E-03  2.61E-17
                            CK MMX     5.95E-01  3.021E-04  2.88E-17
                            Auger MNN  1.54E+00  1.364E-03  3.37E-16
                            Auger MNX  8.12E-02  1.541E-03  2.01E-17
                            Auger MXY  5.05E-03  1.764E-03  1.43E-18
                            CK NNX     3.54E+00  1.598E-04  9.06E-17
                            Auger NXY  1.12E-01  2.832E-04  5.06E-18
                            CK OOX     8.85E-01  1.083E-05  1.54E-18
                            Auger OXY  1.26E+00  2.446E-05  4.92E-18
                                                      Total 1.58E-15
Ta-178  9.31 m EC B-        Auger KLL  2.70E-02  4.453E-02  1.92E-16
                            Auger KLX  1.40E-02  5.310E-02  1.19E-16
                            Auger KXY  1.74E-03  6.169E-02  1.72E-17
                            CK LLX     1.69E-01  6.089E-04  1.65E-17
                            Auger LMM  5.52E-01  6.163E-03  5.45E-16
                            Auger LMX  2.05E-01  7.783E-03  2.55E-16
                            Auger LXY  1.92E-02  9.433E-03  2.90E-17
                            CK MMX     6.58E-01  3.022E-04  3.19E-17
                            Auger MNN  1.71E+00  1.364E-03  3.73E-16
                            Auger MNX  8.98E-02  1.542E-03  2.22E-17
                            Auger MXY  5.59E-03  1.765E-03  1.58E-18
                            CK NNX     3.91E+00  1.598E-04  1.00E-16
                            Auger NXY  1.23E-01  2.829E-04  5.58E-18
                            CK OOX     9.77E-01  1.081E-05  1.69E-18
                            Auger OXY  1.39E+00  2.446E-05  5.44E-18
                                                      Total 1.72E-15
Ta-178m 2.36 h EC           Auger KLL  4.48E-02  4.453E-02  3.20E-16
                            Auger KLX  2.32E-02  5.310E-02  1.97E-16
                            Auger KXY  2.89E-03  6.169E-02  2.85E-17
                            CK LLX     2.89E-01  6.314E-04  2.93E-17
                            Auger LMM  1.03E+00  6.173E-03  1.02E-15
                            Auger LMX  3.83E-01  7.793E-03  4.79E-16
                            Auger LXY  3.59E-02  9.443E-03  5.43E-17
                            CK MMX     1.23E+00  3.025E-04  5.97E-17
                            Auger MNN  3.19E+00  1.365E-03  6.97E-16
                            Auger MNX  1.68E-01  1.543E-03  4.15E-17
                            Auger MXY  1.05E-02  1.765E-03  2.96E-18
                            CK NNX     7.31E+00  1.598E-04  1.87E-16
                            Auger NXY  2.30E-01  2.826E-04  1.04E-17
                            CK OOX     1.82E+00  1.079E-05  3.15E-18
                            Auger OXY  2.59E+00  2.446E-05  1.01E-17
                                                      Total 3.14E-15
Ta-179  1.82 y EC           Auger KLL  1.33E-02  4.453E-02  9.46E-17
                            Auger KLX  6.87E-03  5.310E-02  5.84E-17
                            Auger KXY  8.55E-04  6.169E-02  8.45E-18
                            CK LLX     3.19E-01  5.079E-04  2.60E-17
                            Auger LMM  4.07E-01  6.204E-03  4.05E-16
                            Auger LMX  1.52E-01  7.834E-03  1.90E-16
                            Auger LXY  1.42E-02  9.498E-03  2.16E-17
                            CK MMX     5.90E-01  3.078E-04  2.91E-17
                            Auger MNN  1.38E+00  1.364E-03  3.02E-16
                            Auger MNX  7.29E-02  1.545E-03  1.81E-17
                            Auger MXY  4.51E-03  1.769E-03  1.28E-18
                            CK NNX     3.28E+00  1.595E-04  8.37E-17
                            Auger NXY  1.08E-01  2.908E-04  5.01E-18
                            CK OOX     8.41E-01  1.098E-05  1.48E-18
                            Auger OXY  1.18E+00  2.446E-05  4.63E-18
                                                      Total 1.25E-15
Ta-182  114.43 d B+         Auger KLL  1.09E-02  4.719E-02  8.28E-17
                            Auger KLX  5.74E-03  5.637E-02  5.18E-17
                            Auger KXY  7.23E-04  6.557E-02  7.60E-18
                            CK LLX     1.43E-01  6.936E-04  1.59E-17
                            Auger LMM  4.27E-01  6.560E-03  4.48E-16
                            Auger LMX  1.64E-01  8.319E-03  2.18E-16
                            Auger LXY  1.57E-02  1.011E-02  2.54E-17
                            CK MMX     5.86E-01  3.200E-04  3.00E-17
                            Auger MNN  1.38E+00  1.473E-03  3.25E-16
                            Auger MNX  8.87E-02  1.660E-03  2.36E-17
                            Auger MXY  5.00E-03  1.916E-03  1.53E-18
                            CK NNX     2.98E+00  1.615E-04  7.72E-17
                            Auger NXY  1.04E-01  3.155E-04  5.27E-18
                            CK OOX     1.74E+00  2.535E-05  7.07E-18
                            Auger OXY  5.04E-03  4.808E-05  3.88E-20
                                                      Total 1.32E-15
Ta-182m 15.84 m IT          Auger KLL  2.99E-02  4.585E-02  2.19E-16
                            Auger KLX  1.56E-02  5.472E-02  1.36E-16
                            Auger KXY  1.95E-03  6.361E-02  1.99E-17
                            CK LLX     5.00E-01  5.921E-04  4.74E-17
                            Auger LMM  1.13E+00  6.339E-03  1.14E-15
                            Auger LMX  4.24E-01  8.028E-03  5.46E-16
                            Auger LXY  4.02E-02  9.749E-03  6.28E-17
                            CK MMX     1.56E+00  3.127E-04  7.80E-17
                            Auger MNN  3.67E+00  1.418E-03  8.35E-16
                            Auger MNX  2.13E-01  1.600E-03  5.47E-17
                            Auger MXY  1.26E-02  1.840E-03  3.72E-18
                            CK NNX     8.17E+00  1.604E-04  2.10E-16
                            Auger NXY  2.70E-01  3.011E-04  1.30E-17
                            CK OOX     2.10E+00  1.198E-05  4.03E-18
                            Auger OXY  2.98E+00  2.736E-05  1.30E-17
                                                      Total 3.39E-15
W-177   132 m EC B-         Auger KLL  4.67E-02  4.585E-02  3.43E-16
                            Auger KLX  2.43E-02  5.472E-02  2.13E-16
                            Auger KXY  3.05E-03  6.361E-02  3.11E-17
                            CK LLX     3.08E-01  6.763E-04  3.34E-17
                            Auger LMM  1.14E+00  6.340E-03  1.16E-15
                            Auger LMX  4.29E-01  8.026E-03  5.52E-16
                            Auger LXY  4.06E-02  9.742E-03  6.33E-17
                            CK MMX     1.46E+00  3.100E-04  7.24E-17
                            Auger MNN  3.55E+00  1.418E-03  8.07E-16
                            Auger MNX  2.06E-01  1.599E-03  5.29E-17
                            Auger MXY  1.22E-02  1.839E-03  3.60E-18
                            CK NNX     7.82E+00  1.606E-04  2.01E-16
                            Auger NXY  2.54E-01  2.982E-04  1.21E-17
                            CK OOX     1.99E+00  1.189E-05  3.79E-18
                            Auger OXY  2.83E+00  2.736E-05  1.24E-17
                                                      Total 3.56E-15
W-178   21.6 d EC           Auger KLL  7.47E-03  4.585E-02  5.49E-17
                            Auger KLX  3.89E-03  5.472E-02  3.41E-17
                            Auger KXY  4.88E-04  6.361E-02  4.97E-18
                            CK LLX     3.61E-01  5.322E-04  3.08E-17
                            Auger LMM  3.86E-01  6.389E-03  3.95E-16
                            Auger LMX  1.46E-01  8.089E-03  1.89E-16
                            Auger LXY  1.39E-02  9.827E-03  2.19E-17
                            CK MMX     6.52E-01  3.206E-04  3.35E-17
                            Auger MNN  1.41E+00  1.418E-03  3.19E-16
                            Auger MNX  8.16E-02  1.602E-03  2.09E-17
                            Auger MXY  4.80E-03  1.843E-03  1.42E-18
                            CK NNX     3.22E+00  1.603E-04  8.27E-17
                            Auger NXY  1.12E-01  3.099E-04  5.55E-18
                            CK OOX     8.53E-01  1.216E-05  1.66E-18
                            Auger OXY  1.20E+00  2.736E-05  5.24E-18
                                                      Total 1.20E-15
W-181   121.2 d EC          Auger KLL  1.99E-02  4.585E-02  1.46E-16
                            Auger KLX  1.03E-02  5.472E-02  9.07E-17
                            Auger KXY  1.30E-03  6.361E-02  1.32E-17
                            CK LLX     1.96E-01  5.835E-04  1.83E-17
                            Auger LMM  4.13E-01  6.338E-03  4.20E-16
                            Auger LMX  1.56E-01  8.027E-03  2.00E-16
                            Auger LXY  1.48E-02  9.749E-03  2.30E-17
                            CK MMX     8.26E-01  3.141E-04  4.16E-17
                            Auger MNN  1.88E+00  1.419E-03  4.28E-16
                            Auger MNX  1.10E-01  1.603E-03  2.82E-17
                            Auger MXY  6.51E-03  1.844E-03  1.92E-18
                            CK NNX     4.22E+00  1.604E-04  1.08E-16
                            Auger NXY  1.40E-01  3.021E-04  6.77E-18
                            CK OOX     1.09E+00  1.199E-05  2.09E-18
                            Auger OXY  1.54E+00  2.736E-05  6.76E-18
                                                      Total 1.53E-15
W-188   69.78 d B+          Auger KLL  5.17E-05  4.855E-02  4.02E-19
                            Auger KLX  2.72E-05  5.805E-02  2.53E-19
                            Auger KXY  3.45E-06  6.757E-02  3.73E-20
                            CK LLX     2.41E-03  4.663E-04  1.80E-19
                            Auger LMM  2.42E-03  6.724E-03  2.61E-18
                            Auger LMX  9.46E-04  8.559E-03  1.30E-18
                            Auger LXY  9.19E-05  1.043E-02  1.54E-19
                            CK MMX     3.80E-03  3.313E-04  2.02E-19
